rule,race_count,tickets,avg_tickets_per_race,bet,return,profit,roi,roi_without_max_hit,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_race_score,min_race_score,avg_score,min_score,avg_odds,median_odds,avg_expected,max_hit_payout,max_hit_share,day
high_odds_v1_top5,6,26,4.333333333333333,2600,0,-2600,0.0,0.0,0,0.0,0.0,0.637900520360653,0.5006369257379631,0.4617150678131139,0.4073507073044524,181.1153846153846,191.60000000000002,8281.146154186734,0,0.0,2026-01-12
high_odds_v1_top5,8,40,5.0,4000,10660,6660,2.665,0.0,1,0.025,0.125,0.5550357772077865,0.4543158271841966,0.45340952487689146,0.401564103293307,166.03000000000003,165.35000000000002,7430.54951249251,10660,1.0,2026-01-15
high_odds_v1_top5,8,37,4.625,3700,0,-3700,0.0,0.0,0,0.0,0.0,0.4836657691371613,0.4550995079870896,0.46376168502712184,0.4027010364682736,159.2108108108108,159.6,7290.529112343088,0,0.0,2026-01-16
high_odds_v1_top5,9,45,5.0,4500,0,-4500,0.0,0.0,0,0.0,0.0,0.5463672096925438,0.4555405804210737,0.4549908721854447,0.4023447798001517,179.48888888888888,182.7,8078.775631654992,0,0.0,2026-01-17
high_odds_v1_top5,8,40,5.0,4000,17610,13610,4.4025,0.0,1,0.025,0.125,0.564362565107704,0.454810421255252,0.45521252541262996,0.4012172755938996,186.205,182.60000000000002,8398.545483625561,17610,1.0,2026-01-18
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.4542393043262599,0.4542393043262599,0.46768401698585765,0.4316829025034289,171.62,192.3,7985.130427521601,0,0.0,2026-01-21
high_odds_v1_top5,9,45,5.0,4500,20580,16080,4.573333333333333,0.0,1,0.022222222222222223,0.1111111111111111,0.5460979262426949,0.4633919712114118,0.4563746781045364,0.4014454004401206,159.3977777777778,163.7,7190.377821301132,20580,1.0,2026-01-22
high_odds_v1_top5,7,35,5.0,3500,0,-3500,0.0,0.0,0,0.0,0.0,0.5239337085283825,0.4662673481423384,0.46297851646785515,0.4053359336840265,166.11428571428573,168.8,7578.499205127387,0,0.0,2026-01-23
high_odds_v1_top5,8,40,5.0,4000,0,-4000,0.0,0.0,0,0.0,0.0,0.5632664899545194,0.4736301849951318,0.44825854419767663,0.4007950102447088,171.035,184.45,7559.238327165656,0,0.0,2026-01-24
high_odds_v1_top5,9,45,5.0,4500,0,-4500,0.0,0.0,0,0.0,0.0,0.547578474147033,0.4579129028434822,0.44276004128635377,0.4010704626049091,182.07111111111112,181.0,7998.104213990982,0,0.0,2026-01-25
high_odds_v1_top5,6,29,4.833333333333333,2900,0,-2900,0.0,0.0,0,0.0,0.0,0.5442229084406403,0.4773382934008913,0.4477554581465745,0.4051841379865552,146.63448275862066,148.3,6507.0462298489365,0,0.0,2026-01-29
high_odds_v1_top5,2,10,5.0,1000,0,-1000,0.0,0.0,0,0.0,0.0,0.5114932332521377,0.5053512726068924,0.4689069580379459,0.4192015506939983,178.32,185.14999999999998,8267.169204277488,0,0.0,2026-01-30
high_odds_v1_top5,6,30,5.0,3000,0,-3000,0.0,0.0,0,0.0,0.0,0.5520994796475971,0.4511944799423767,0.43689269535255126,0.4020081905713329,174.41666666666663,170.4,7556.068989512753,0,0.0,2026-01-31
high_odds_v1_top5,4,20,5.0,2000,0,-2000,0.0,0.0,0,0.0,0.0,0.5310598564610356,0.4596201993455039,0.44888054231068714,0.4056944252933736,158.37500000000003,145.05,7055.413959580159,0,0.0,2026-02-01
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.4508782562183954,0.4508782562183954,0.47942267663124805,0.4152315838814738,126.43999999999998,117.0,5971.357175637228,0,0.0,2026-02-02
high_odds_v1_top5,13,54,4.153846153846154,5400,16030,10630,2.9685185185185183,0.0,1,0.018518518518518517,0.07692307692307693,0.5306773041407596,0.460822472696911,0.45762590319672314,0.401570183627305,149.75555555555556,146.85,6766.6873270241695,16030,1.0,2026-02-05
high_odds_v1_top5,10,50,5.0,5000,0,-5000,0.0,0.0,0,0.0,0.0,0.5277756361945967,0.4524419218054403,0.45319398164805713,0.4007029568664432,153.39600000000002,151.5,6870.838697683185,0,0.0,2026-02-06
high_odds_v1_top5,7,35,5.0,3500,0,-3500,0.0,0.0,0,0.0,0.0,0.6084625033370447,0.5257858591625697,0.4601706400883693,0.4007425112593208,153.51714285714286,149.8,6937.516650862422,0,0.0,2026-02-07
high_odds_v1_top5,8,40,5.0,4000,0,-4000,0.0,0.0,0,0.0,0.0,0.5555074822502682,0.4890988330819847,0.44688625811664834,0.4002351227995003,161.75,159.10000000000002,7164.488130150314,0,0.0,2026-02-08
high_odds_v1_top5,11,49,4.454545454545454,4900,0,-4900,0.0,0.0,0,0.0,0.0,0.5533673985115863,0.450095168021299,0.4548295376389655,0.4024448439844908,143.83469387755102,141.7,6484.2768835773695,0,0.0,2026-02-12
high_odds_v1_top5,8,40,5.0,4000,0,-4000,0.0,0.0,0,0.0,0.0,0.5357026781092078,0.4572104479846583,0.47120124339587866,0.4025453625393205,144.3825,140.5,6691.527962031361,0,0.0,2026-02-13
high_odds_v1_top5,7,33,4.714285714285714,3300,0,-3300,0.0,0.0,0,0.0,0.0,0.5695708574935067,0.4971024857712601,0.457694936766563,0.4024699005809698,151.9181818181818,150.6,6869.739417174842,0,0.0,2026-02-14
high_odds_v1_top5,6,30,5.0,3000,17340,14340,5.78,0.0,1,0.03333333333333333,0.16666666666666666,0.5893156579856077,0.4862371266295063,0.4635295655882489,0.4021026455679677,147.08,136.1,6755.146283808117,17340,1.0,2026-02-15
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.46859811926188,0.46859811926188,0.40955744979546066,0.4009315479072552,248.62000000000003,262.6,10200.95440340278,0,0.0,2026-02-16
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.4625048695970042,0.4625048695970042,0.46556664296048345,0.4322148378851038,170.16000000000003,172.1,7901.028357660509,0,0.0,2026-02-17
high_odds_v1_top5,12,59,4.916666666666667,5900,0,-5900,0.0,0.0,0,0.0,0.0,0.6580582994578167,0.5476809760604716,0.4508493937289918,0.4002496807822298,159.26440677966102,151.3,7130.154199520911,0,0.0,2026-02-20
high_odds_v1_top5,13,63,4.846153846153846,6300,0,-6300,0.0,0.0,0,0.0,0.0,0.6424097412522848,0.5055516841395136,0.4464326281305403,0.4006429846421175,168.82222222222225,168.6,7508.000697497524,0,0.0,2026-02-21
high_odds_v1_top5,12,60,5.0,6000,0,-6000,0.0,0.0,0,0.0,0.0,0.6532169318074609,0.5275886781387465,0.45906577937562254,0.402352972169007,178.80499999999995,175.9,8136.061674094512,0,0.0,2026-02-22
high_odds_v1_top5,12,56,4.666666666666667,5600,0,-5600,0.0,0.0,0,0.0,0.0,0.6653473696442972,0.5440854888633191,0.4465607716142542,0.4008174755985931,175.0339285714286,172.2,7761.286478201965,0,0.0,2026-02-23
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.4515567478538441,0.4515567478538441,0.43501339693104446,0.4006898374976071,169.21999999999997,168.1,7283.821960877873,0,0.0,2026-02-26
high_odds_v1_top5,10,49,4.9,4900,0,-4900,0.0,0.0,0,0.0,0.0,0.5544145628550413,0.4539428439863121,0.4524015706961039,0.4001936515747565,167.73469387755102,169.0,7534.092096232506,0,0.0,2026-02-28
high_odds_v1_top5,8,39,4.875,3900,16920,13020,4.338461538461538,0.0,1,0.02564102564102564,0.125,0.5112863723937269,0.4505102771097794,0.44452393917218286,0.4026309165398002,160.08717948717947,161.0,7057.432592965371,16920,1.0,2026-03-01
high_odds_v1_top5,8,38,4.75,3800,0,-3800,0.0,0.0,0,0.0,0.0,0.6316056881113492,0.487579546973781,0.43796434270004087,0.4003270226022488,183.71842105263158,189.3,8009.811674844787,0,0.0,2026-03-02
high_odds_v1_top5,9,41,4.555555555555555,4100,0,-4100,0.0,0.0,0,0.0,0.0,0.6128561686318345,0.4863979359030267,0.4500960165301256,0.4025075645872784,166.69999999999996,166.4,7449.502098482511,0,0.0,2026-03-03
high_odds_v1_top5,10,48,4.8,4800,0,-4800,0.0,0.0,0,0.0,0.0,0.5322233824482708,0.4531902910681868,0.46049052760809284,0.4001597971525659,150.12916666666666,144.4,6858.1785498640465,0,0.0,2026-03-05
high_odds_v1_top5,7,30,4.285714285714286,3000,0,-3000,0.0,0.0,0,0.0,0.0,0.5549512894472846,0.4574899950777484,0.45585079728909306,0.4040973973760745,154.54666666666668,149.4,7023.621569151309,0,0.0,2026-03-06
high_odds_v1_top5,11,55,5.0,5500,0,-5500,0.0,0.0,0,0.0,0.0,0.5383212054429515,0.4516969941733697,0.451368868096663,0.4006664074217971,168.72,164.4,7518.361461945747,0,0.0,2026-03-07
high_odds_v1_top5,10,50,5.0,5000,0,-5000,0.0,0.0,0,0.0,0.0,0.6347367113900152,0.4832423829882012,0.4692195692289417,0.4011239262214074,176.548,173.35,8200.635774588007,0,0.0,2026-03-08
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.4634225666422334,0.4634225666422334,0.41995627306475336,0.4023971715075116,214.82,220.9,8981.914829193436,0,0.0,2026-03-09
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.4554441610667889,0.4554441610667889,0.4650297173367587,0.4078143831160385,231.21999999999997,203.3,10562.20115512722,0,0.0,2026-03-10
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.4500906629413549,0.4500906629413549,0.4249781912842048,0.4140748107539205,191.38000000000002,199.5,8123.359372118777,0,0.0,2026-03-11
high_odds_v1_top5,18,88,4.888888888888889,8800,0,-8800,0.0,0.0,0,0.0,0.0,0.5841512902242049,0.4790760932468445,0.4671280292384515,0.4008087065198029,168.69886363636363,167.0,7792.557853226786,0,0.0,2026-03-12
high_odds_v1_top5,19,94,4.947368421052632,9400,48290,38890,5.1372340425531915,3.126595744680851,3,0.031914893617021274,0.15789473684210525,0.5472123179053948,0.4650444802943346,0.4592163819052755,0.4003617263948473,153.3489361702128,149.39999999999998,6964.360819496639,18900,0.3913853799958584,2026-03-13
high_odds_v1_top5,19,93,4.894736842105263,9300,48930,39630,5.2612903225806456,3.2946236559139783,3,0.03225806451612903,0.15789473684210525,0.5759755528337234,0.455060750817658,0.46000882093991424,0.4011827971783846,163.20967741935485,161.8,7436.843205963151,18290,0.3737993051297772,2026-03-14
high_odds_v1_top5,19,95,5.0,9500,30310,20810,3.190526315789474,1.2073684210526316,2,0.021052631578947368,0.10526315789473684,0.5637337622582343,0.4535467072509567,0.4613784989165423,0.4021279939811206,158.28631578947366,156.0,7233.642911881459,18840,0.6215770372814253,2026-03-15
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.460099042596664,0.460099042596664,0.46301470258624633,0.4177996027922088,170.28000000000003,170.4,7832.901402933928,0,0.0,2026-03-16
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.4891794128532778,0.4891794128532778,0.4322266422268271,0.4039691191265314,177.88000000000002,168.8,7659.112969725767,0,0.0,2026-03-17
high_odds_v1_top5,10,50,5.0,5000,19750,14750,3.95,0.0,1,0.02,0.1,0.6452465899196587,0.4911816978287185,0.44840150814962676,0.400831178118574,160.386,161.6,7125.191470962529,19750,1.0,2026-03-19
high_odds_v1_top5,12,55,4.583333333333333,5500,0,-5500,0.0,0.0,0,0.0,0.0,0.6202801335963509,0.5281513144172513,0.45394603629429015,0.4003878712734925,155.81454545454545,152.5,6984.607166619469,0,0.0,2026-03-20
high_odds_v1_top5,11,54,4.909090909090909,5400,0,-5400,0.0,0.0,0,0.0,0.0,0.6644659262852768,0.5776354955975559,0.4475185261968143,0.4015898315856437,162.64999999999998,165.25,7264.997470861779,0,0.0,2026-03-21
high_odds_v1_top5,12,54,4.5,5400,28370,22970,5.253703703703704,2.0037037037037035,2,0.037037037037037035,0.16666666666666666,0.620213397591367,0.4861085446885914,0.4428546427889946,0.4004245879908907,161.45000000000002,166.25,7147.065816276987,17550,0.6186112090236165,2026-03-22
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.4551689855375839,0.4551689855375839,0.46111966132739807,0.4113306283123344,128.57999999999998,116.5,5885.1079702310835,0,0.0,2026-03-23
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.452820606192552,0.452820606192552,0.45112100945851197,0.4191346564151589,174.7,178.1,7881.743464194844,0,0.0,2026-03-26
high_odds_v1_top5,8,34,4.25,3400,0,-3400,0.0,0.0,0,0.0,0.0,0.5240498196464188,0.4500999430656554,0.44979240370188917,0.4005393133331908,160.3294117647059,150.45,7157.788544592166,0,0.0,2026-03-28
high_odds_v1_top5,8,40,5.0,4000,0,-4000,0.0,0.0,0,0.0,0.0,0.5226091042243459,0.4541348702907384,0.442205441281042,0.4017707409326433,167.3775,159.5,7350.8434745712975,0,0.0,2026-03-29
high_odds_v1_top5,9,45,5.0,4500,0,-4500,0.0,0.0,0,0.0,0.0,0.5383131895379147,0.4739906470281658,0.45577828861974773,0.4014195319478876,165.8422222222222,159.0,7512.089418980939,0,0.0,2026-03-30
high_odds_v1_top5,7,35,5.0,3500,11240,7740,3.2114285714285713,0.0,1,0.02857142857142857,0.14285714285714285,0.5763888616909539,0.4566465067462522,0.4625789973367353,0.4047597474439708,170.53142857142853,172.0,7808.981390528597,11240,1.0,2026-03-31
high_odds_v1_top5,10,50,5.0,5000,11630,6630,2.326,0.0,1,0.02,0.1,0.5388975830981125,0.4601247685455173,0.4581064591052963,0.4000112752891799,154.262,156.5,7033.84764975946,11630,1.0,2026-04-02
high_odds_v1_top5,5,23,4.6,2300,0,-2300,0.0,0.0,0,0.0,0.0,0.534287406563021,0.4754433781056038,0.46919999244876065,0.4009203126350319,131.84782608695653,127.7,6130.04777487145,0,0.0,2026-04-03
high_odds_v1_top5,7,33,4.714285714285714,3300,0,-3300,0.0,0.0,0,0.0,0.0,0.5567788420918964,0.4728515382881479,0.45801950773966893,0.4041829130178827,163.8636363636364,167.5,7450.348615389567,0,0.0,2026-04-04
high_odds_v1_top5,6,29,4.833333333333333,2900,0,-2900,0.0,0.0,0,0.0,0.0,0.5547845567973345,0.4651752857124223,0.45300009438118705,0.4007055327934693,171.06206896551726,177.2,7716.147503272943,0,0.0,2026-04-05
high_odds_v1_top5,12,60,5.0,6000,14120,8120,2.3533333333333335,0.0,1,0.016666666666666666,0.08333333333333333,0.5303323878844551,0.4538793868610771,0.4660637328990721,0.4018099167070546,158.34499999999997,154.9,7316.627691878917,14120,1.0,2026-04-09
high_odds_v1_top5,6,30,5.0,3000,0,-3000,0.0,0.0,0,0.0,0.0,0.5232790927083131,0.4749169293967769,0.48797366969862366,0.4044148805426336,161.46999999999997,158.55,7764.82281608832,0,0.0,2026-04-10
high_odds_v1_top5,8,40,5.0,4000,0,-4000,0.0,0.0,0,0.0,0.0,0.5984088387765667,0.5158146685067095,0.45151762912751003,0.4028419794130706,178.3375,189.85,7990.523417701188,0,0.0,2026-04-11
high_odds_v1_top5,8,40,5.0,4000,0,-4000,0.0,0.0,0,0.0,0.0,0.5942340626978548,0.5088383728428141,0.4610166012105618,0.403286466673222,172.115,172.60000000000002,7855.030262060187,0,0.0,2026-04-12
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.5104621889743011,0.5104621889743011,0.45012509651083166,0.4090770963703944,153.85999999999999,148.3,6782.712785269854,0,0.0,2026-04-14
high_odds_v1_top5,1,5,5.0,500,0,-500,0.0,0.0,0,0.0,0.0,0.49338610125675403,0.493386101256754,0.4564140154999937,0.4339685689176219,155.04000000000002,140.6,7079.62735440281,0,0.0,2026-04-16
high_odds_v1_top5,9,41,4.555555555555555,4100,0,-4100,0.0,0.0,0,0.0,0.0,0.5595431521660915,0.4568870914185833,0.4450650861438734,0.4004511316009417,154.87560975609756,155.9,6818.17939203026,0,0.0,2026-04-18
high_odds_v1_top5,9,41,4.555555555555555,4100,0,-4100,0.0,0.0,0,0.0,0.0,0.5112504416800676,0.453826787540355,0.45028864714735395,0.4015599453048482,154.22439024390243,152.3,6890.928017982158,0,0.0,2026-04-19
high_odds_v1_top5,10,50,5.0,5000,15080,10080,3.016,0.0,1,0.02,0.1,0.5678530775491575,0.4597376738647759,0.45352282415545553,0.4008144978437372,156.958,151.10000000000002,7033.505073551885,15080,1.0,2026-04-20
high_odds_v1_top5,9,45,5.0,4500,0,-4500,0.0,0.0,0,0.0,0.0,0.5872448850570409,0.4644644117452717,0.4618382627177659,0.4025235177029158,155.53777777777776,151.0,7060.190509396688,0,0.0,2026-04-21
high_odds_v1_top5,8,36,4.5,3600,0,-3600,0.0,0.0,0,0.0,0.0,0.5416882888120553,0.4580835583813879,0.4516826305376406,0.4009854425808827,172.02222222222224,177.0,7680.264620219609,0,0.0,2026-04-23
high_odds_v1_top5,11,51,4.636363636363637,5100,19920,14820,3.9058823529411764,0.0,1,0.0196078431372549,0.09090909090909091,0.5427722691214617,0.4570060396538314,0.4503058242953864,0.4014034313258494,165.55882352941177,166.1,7389.037085318999,19920,1.0,2026-04-24
high_odds_v1_top5,12,58,4.833333333333333,5800,0,-5800,0.0,0.0,0,0.0,0.0,0.5205325763589101,0.4619049510038739,0.44456861828903843,0.4007838662906353,181.48965517241382,167.85,7941.345243313202,0,0.0,2026-04-25
high_odds_v1_top5,10,49,4.9,4900,17250,12350,3.520408163265306,0.0,1,0.02040816326530612,0.1,0.5348832400578747,0.4736473193521639,0.4533301468777375,0.4023321272665794,173.14489795918368,176.5,7794.185429091239,17250,1.0,2026-04-26
high_odds_v1_top5,11,51,4.636363636363637,5100,0,-5100,0.0,0.0,0,0.0,0.0,0.6244804521192683,0.4984226192121013,0.44881456831282995,0.4011696243182028,149.80588235294115,144.9,6694.826953979723,0,0.0,2026-05-01
high_odds_v1_top5,13,61,4.6923076923076925,6100,0,-6100,0.0,0.0,0,0.0,0.0,0.6060449061961904,0.4625845265076028,0.45848412574183545,0.4025329638511449,153.31803278688523,151.6,6963.592788078281,0,0.0,2026-05-02
high_odds_v1_top5,10,50,5.0,5000,0,-5000,0.0,0.0,0,0.0,0.0,0.637716412950084,0.4935676452899,0.45317869929941273,0.4034767173851599,156.362,153.35000000000002,7036.63419722483,0,0.0,2026-05-03
high_odds_v1_top5,13,61,4.6923076923076925,6100,14190,8090,2.3262295081967213,0.0,1,0.01639344262295082,0.07692307692307693,0.5807348645744673,0.4512484024654274,0.4481877809555597,0.4000993326923337,151.97049180327866,150.5,6769.888384251589,14190,1.0,2026-05-04
high_odds_v1_top5,10,47,4.7,4700,0,-4700,0.0,0.0,0,0.0,0.0,0.6653180233293141,0.5459067701145741,0.45121286850837705,0.4024588704691025,159.34255319148934,153.8,7108.383370167631,0,0.0,2026-05-05
high_odds_v1_top5,11,55,5.0,5500,28130,22630,5.114545454545454,2.4054545454545453,2,0.03636363636363636,0.18181818181818182,0.650120680199599,0.4837437787372909,0.44282241005146344,0.4000692276539814,152.99636363636367,149.0,6742.777745912828,14900,0.5296836118023462,2026-05-06
high_odds_v1_top5,11,55,5.0,5500,0,-5500,0.0,0.0,0,0.0,0.0,0.5862234232620683,0.4554696753467086,0.4574208398104363,0.400144079829193,164.02545454545458,166.1,7414.053047122671,0,0.0,2026-05-09
high_odds_v1_top5,8,40,5.0,4000,0,-4000,0.0,0.0,0,0.0,0.0,0.6147560953048681,0.5076194301556728,0.4500108268294542,0.4027717719340732,183.26,182.35,8217.365525565277,0,0.0,2026-05-10
high_odds_v1_top5,9,45,5.0,4500,0,-4500,0.0,0.0,0,0.0,0.0,0.5890315610298208,0.4590124825108803,0.4608885312955346,0.4002009789962544,182.22,191.8,8276.775327367948,0,0.0,2026-05-11
high_odds_v1_top5,7,35,5.0,3500,0,-3500,0.0,0.0,0,0.0,0.0,0.6420792187613662,0.5471604161464723,0.4612841404240876,0.4073325452728059,192.44000000000003,194.0,8840.86195676498,0,0.0,2026-05-12
high_odds_v1_top5,9,43,4.777777777777778,4300,0,-4300,0.0,0.0,0,0.0,0.0,0.5244822483177645,0.4625236991250618,0.4661609067153442,0.4018920404044049,156.8697674418605,161.7,7202.889208189626,0,0.0,2026-05-14
high_odds_v1_top5,10,50,5.0,5000,0,-5000,0.0,0.0,0,0.0,0.0,0.5243890699618531,0.4545381161595654,0.454335945480303,0.4007361859844703,169.49200000000002,165.60000000000002,7596.295200040627,0,0.0,2026-05-15
high_odds_v1_top5,13,65,5.0,6500,11940,5440,1.8369230769230769,0.0,1,0.015384615384615385,0.07692307692307693,0.5452754665887775,0.4559818335667486,0.4534138313987131,0.4019355397236722,172.70923076923077,175.7,7778.1909595770285,11940,1.0,2026-05-16
high_odds_v1_top5,11,52,4.7272727272727275,5200,0,-5200,0.0,0.0,0,0.0,0.0,0.5675462026454886,0.4558242875167155,0.44887399922816407,0.4000373373412313,190.0519230769231,184.75,8471.445169646697,0,0.0,2026-05-17
high_odds_v1_top5,5,16,3.2,1600,0,-1600,0.0,0.0,0,0.0,0.0,0.4682889025753119,0.4537548631485756,0.45678652459027425,0.4088979083237105,147.56875000000002,133.05,6661.46354573594,0,0.0,2026-05-22
high_odds_v1_top5,14,61,4.357142857142857,6100,13000,6900,2.1311475409836067,0.0,1,0.01639344262295082,0.07142857142857142,0.6036718971349441,0.4503698939301759,0.444307193712586,0.4010517030840028,157.6540983606557,153.4,6952.025973121545,13000,1.0,2026-05-23
high_odds_v1_top5,17,78,4.588235294117647,7800,0,-7800,0.0,0.0,0,0.0,0.0,0.5973892088681334,0.4628055605607369,0.4516142892312737,0.40050698725922,156.3576923076923,153.2,6989.480373975725,0,0.0,2026-05-24
high_odds_v1_top5,2,10,5.0,1000,0,-1000,0.0,0.0,0,0.0,0.0,0.48304289363929354,0.4596437592541936,0.45328460698774364,0.4010497792286596,139.16,134.10000000000002,6252.608907174775,0,0.0,2026-05-27
high_odds_v1_top5,1,2,2.0,200,0,-200,0.0,0.0,0,0.0,0.0,0.5122471019761303,0.5122471019761303,0.47396805255552854,0.465697856488873,138.55,138.55,6579.35671519783,0,0.0,2026-05-29
high_odds_v1_top5,9,42,4.666666666666667,4200,0,-4200,0.0,0.0,0,0.0,0.0,0.5152774308811107,0.4635852163421712,0.4456819347357672,0.4006587035945718,155.9714285714286,152.9,6875.1839007133985,0,0.0,2026-05-30
high_odds_v1_top5,4,20,5.0,2000,0,-2000,0.0,0.0,0,0.0,0.0,0.5052592886155302,0.4633257161036458,0.461242654278647,0.4029798100417879,160.83499999999998,149.75,7324.845289823703,0,0.0,2026-05-31
high_odds_v1_top5,6,30,5.0,3000,0,-3000,0.0,0.0,0,0.0,0.0,0.543252289016086,0.4951447784287821,0.46230641253216276,0.4049409242276489,153.8766666666667,156.7,7017.163577268003,0,0.0,2026-06-01
high_odds_v1_top5,7,35,5.0,3500,0,-3500,0.0,0.0,0,0.0,0.0,0.5165992612784228,0.4520959807177081,0.4580152359030671,0.4003315056494229,176.94000000000003,169.9,8057.749618679313,0,0.0,2026-06-02
high_odds_v1_top5,9,41,4.555555555555555,4100,0,-4100,0.0,0.0,0,0.0,0.0,0.5430400676432271,0.4529913927439151,0.44356882256718444,0.4004069631952625,153.0390243902439,145.0,6729.92838120044,0,0.0,2026-06-04
high_odds_v1_top5,7,35,5.0,3500,0,-3500,0.0,0.0,0,0.0,0.0,0.5519753998100967,0.4848378393717432,0.45102592721743295,0.4001809346098907,153.26,152.8,6810.003489015287,0,0.0,2026-06-05
high_odds_v1_top5,10,46,4.6,4600,0,-4600,0.0,0.0,0,0.0,0.0,0.5916198782899545,0.4965792752353886,0.4569016828501229,0.4028662288241115,156.75217391304346,160.05,7133.158379559169,0,0.0,2026-06-06
high_odds_v1_top5,11,55,5.0,5500,0,-5500,0.0,0.0,0,0.0,0.0,0.5932610552419646,0.4632949703228292,0.45533195142969285,0.401228386917435,166.63454545454545,168.9,7527.43818221848,0,0.0,2026-06-07
high_odds_v1_top5,17,85,5.0,8500,37310,28810,4.389411764705883,2.0741176470588236,2,0.023529411764705882,0.11764705882352941,0.5544704600940105,0.4521333557770249,0.4487840882810464,0.4001077548462668,182.57999999999998,184.6,8100.661558868526,19680,0.5274725274725275,2026-06-11
high_odds_v1_top5,16,80,5.0,8000,35790,27790,4.47375,1.95,2,0.025,0.125,0.5692902049562804,0.4522835366197411,0.44993999226224946,0.4020560923641382,178.04749999999999,174.95,7947.4544363488385,20190,0.5641240569991618,2026-06-12
high_odds_v1_top5,16,80,5.0,8000,0,-8000,0.0,0.0,0,0.0,0.0,0.6164689445772173,0.4750052477036014,0.4509364080712217,0.4009612982316235,186.59250000000003,187.5,8374.979892457368,0,0.0,2026-06-13
high_odds_v1_top5,18,90,5.0,9000,18570,9570,2.0633333333333335,0.0,1,0.011111111111111112,0.05555555555555555,0.5872355924368393,0.4624787886945807,0.44655354289577504,0.4006558070104189,191.89888888888888,194.95,8484.413597232236,18570,1.0,2026-06-14
high_odds_v1_top5,11,48,4.363636363636363,4800,15310,10510,3.189583333333333,0.0,1,0.020833333333333332,0.09090909090909091,0.6449588590414218,0.4847542780674635,0.4609525649572466,0.4008371746690293,161.78541666666666,159.35,7512.476001854745,15310,1.0,2026-06-16
high_odds_v1_top5,11,51,4.636363636363637,5100,0,-5100,0.0,0.0,0,0.0,0.0,0.6206780856435883,0.4681146715051649,0.45348980475561074,0.4000257053641937,162.08431372549018,151.9,7292.770965796292,0,0.0,2026-06-17
high_odds_v1_top5,11,55,5.0,5500,20890,15390,3.7981818181818183,0.0,1,0.01818181818181818,0.09090909090909091,0.6351234627473904,0.5378046104774766,0.44626954173187183,0.4012557915834107,166.99454545454546,162.5,7431.938391208953,20890,1.0,2026-06-18
high_odds_v1_top5,12,59,4.916666666666667,5900,0,-5900,0.0,0.0,0,0.0,0.0,0.6515002502298545,0.4635713559456574,0.4414069127373864,0.4005491245090511,153.16271186440676,152.1,6707.401570833219,0,0.0,2026-06-19
high_odds_v1_top5,12,60,5.0,6000,0,-6000,0.0,0.0,0,0.0,0.0,0.6699948773303782,0.5911967584454921,0.43997094610843096,0.4014709127925492,160.73666666666665,162.5,7033.547730761947,0,0.0,2026-06-20
high_odds_v1_top5,12,59,4.916666666666667,5900,0,-5900,0.0,0.0,0,0.0,0.0,0.6603159267568499,0.5774329807279739,0.4536338187252649,0.4008741305451814,163.6220338983051,165.4,7369.389139473295,0,0.0,2026-06-21
high_odds_v1_top5,2,10,5.0,1000,0,-1000,0.0,0.0,0,0.0,0.0,0.4569498474023564,0.456846809718599,0.45949547846069805,0.4013762153408685,149.23999999999998,123.25,6775.5869345340125,0,0.0,2026-06-23
