rule,race_count,tickets,bet,return,profit,roi,hit_count,hit_rate_per_ticket,hit_rate_per_race,avg_race_score,min_race_score,avg_odds,median_odds,avg_expected_roi,min_expected_roi,avg_hit_payout,max_hit_payout
race_score>=0.45_odds_30plus_ev>=1.0_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_30plus_ev>=1.2_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_30plus_ev>=1.5_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_30plus_ev>=2.0_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_50plus_top2_by_value_score,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_50plus_top2_by_expected_roi,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_50plus_ev>=0.8_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_50plus_ev>=1.0_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_50plus_ev>=1.2_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_50plus_ev>=1.5_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_50plus_ev>=2.0_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_100plus_top2_by_value_score,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_100plus_top2_by_expected_roi,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
race_score>=0.45_odds_100plus_ev>=0.8_top2,1047,2094,209400,778840,569440,3.719388729703916,1,0.0004775549188156638,0.0009551098376313276,0.5736019947536628,0.4500906629413549,6364.759742120344,6463.0,12.753796035768774,2.689353806418529,778840.0,778840
