race_id,entry_count,result_count,diff
2220250818010008,7,5,-2
2220250818020005,7,5,-2
2220250818020006,7,5,-2
2220250818030004,6,5,-1
2220250824010005,7,4,-3
2220250824010007,7,5,-2
2220250824030003,6,5,-1
2220250901010005,7,5,-2
2220250930020002,7,6,-1
2220250930030001,7,4,-3
2220250930030006,7,6,-1
2220251015010002,7,6,-1
2220251023010001,9,8,-1
2220251023010002,9,8,-1
2220251023010004,9,6,-3
2220251023010006,9,8,-1
2220251023010012,9,7,-2
2220251023020002,9,7,-2
2220251023020006,9,5,-4
2220251023020007,9,7,-2
2220251023020010,9,8,-1
2220251023030011,9,8,-1
2220251023040006,9,7,-2
2220251023040008,9,7,-2
2220251124010007,7,5,-2
2220251124030001,6,5,-1
2220251208010001,7,6,-1
2220251208020005,7,6,-1
2220251208020011,7,5,-2
2220251208030005,7,6,-1
2220251213010005,7,6,-1
2220251218020001,7,5,-2
2220251227010002,7,6,-1
2220251227010008,7,0,-7
2220251227030009,7,5,-2
2220260102010004,7,5,-2
2220260119020001,7,6,-1
2220260119020010,7,3,-4
2220260207010009,7,6,-1
2220260207020005,7,6,-1
2220260207030003,7,6,-1
2220260207030004,7,6,-1
2220260207030007,7,6,-1
2220260225020002,7,6,-1
2220260225030002,7,5,-2
2220260307010007,7,6,-1
2220260307010008,7,6,-1
2220260307030002,7,6,-1
2220260307030010,7,6,-1
2220260320010009,7,6,-1
2220260320030002,7,6,-1
2220260422010012,7,5,-2
2220260526020007,7,6,-1
2220260526030002,7,6,-1
2220260526030009,7,6,-1
2220260526030010,7,5,-2
2220260603020005,7,6,-1
2220260603020006,7,6,-1
2220260609030012,7,6,-1
2320230101020010,7,6,-1
2320230116020005,7,5,-2
2320230116020009,7,6,-1
2320230116020010,7,4,-3
2320230116030005,7,6,-1
2320230116030007,7,5,-2
2320230217010009,7,6,-1
2320230217020008,7,6,-1
2320230301010009,7,6,-1
2320230301020009,7,5,-2
2320230309020005,7,6,-1
2320230309030002,7,5,-2
2320230309030003,7,6,-1
2320230424020003,7,6,-1
2320230424020005,7,6,-1
2320230424020008,7,6,-1
2320230424020011,7,6,-1
2320230424030004,7,6,-1
2320230626010009,7,5,-2
2320230720010007,7,6,-1
2320230720020001,6,5,-1
2320230720020002,7,6,-1
2320230720030006,7,6,-1
2320230831010001,7,6,-1
2320230925020006,7,6,-1
2320231016030012,7,6,-1
2320231102020008,7,5,-2
2320231109010005,7,6,-1
2320231109020004,7,3,-4
2320231109030007,7,5,-2
2320231129010001,7,6,-1
2320231129020002,7,6,-1
2320231129020003,7,6,-1
2320231129020012,7,6,-1
2320231207030001,7,6,-1
2320231222020003,7,6,-1
2320240112020001,7,5,-2
2320240128010012,7,6,-1
2320240210030004,7,6,-1
2320240321010004,9,6,-3
2320240321020007,9,7,-2
2320240321030008,9,5,-4
2320240321030011,9,6,-3
2320240321030012,9,7,-2
2320240321040006,9,7,-2
2320240410030005,7,6,-1
2320240506010007,7,6,-1
2320240524020004,7,5,-2
2320240627010007,9,7,-2
2320240810010004,7,6,-1
2320240810020002,7,6,-1
2320240810020008,7,0,-7
2320240810020009,7,6,-1
2320240821010001,7,4,-3
2320240821020011,7,5,-2
2320240901030005,7,6,-1
2320241004020005,7,6,-1
2320241112010008,7,5,-2
2320241112020004,7,6,-1
2320241112030012,7,6,-1
2320241122010002,7,4,-3
2320241122010003,7,6,-1
2320241212010004,7,5,-2
2320241221010006,7,6,-1
2320241221010009,7,4,-3
2320241221030004,7,4,-3
2320241227010009,7,6,-1
2320241227010010,7,5,-2
2320241227030011,7,6,-1
2320250112020002,7,6,-1
2320250112020007,7,6,-1
2320250112030003,7,6,-1
2320250112030011,7,6,-1
2320250128010002,7,6,-1
2320250128030006,7,6,-1
2320250228020010,7,6,-1
2320250228030011,7,5,-2
2320250310010012,7,6,-1
2320250310030006,7,6,-1
2320250310030012,7,6,-1
2320250413010005,7,6,-1
2320250422010011,7,6,-1
2320250422020001,7,5,-2
2320250422030003,7,6,-1
2320250504020005,7,6,-1
2320250531010004,9,6,-3
2320250531030009,9,8,-1
2320250614010007,7,5,-2
2320250614020008,7,5,-2
2320250622030001,7,5,-2
2320250717010001,7,4,-3
2320250717020010,7,5,-2
2320250717020011,7,5,-2
2320250804010007,7,5,-2
2320250804020002,6,5,-1
2320250820020006,7,5,-2
2320250820030006,7,5,-2
2320251122010004,7,6,-1
2320251122010005,7,6,-1
2320251122020003,7,5,-2
2320251122030002,6,4,-2
2320251203010011,7,6,-1
2320251203020001,7,6,-1
2320251203020008,7,4,-3
2320251203030011,7,6,-1
2320251209020003,7,5,-2
2320251217010004,7,6,-1
2320251217030005,7,6,-1
2320251224010001,7,0,-7
2320251224010002,7,6,-1
2320251224010004,7,4,-3
2320251224010009,7,6,-1
2320251224030005,7,6,-1
2320260112010011,7,4,-3
2320260112020008,6,5,-1
2320260112030009,7,6,-1
2320260126010005,7,5,-2
2320260217010006,7,6,-1
2320260217010008,7,6,-1
2320260225030007,7,6,-1
2320260312010009,9,7,-2
2320260312020003,9,7,-2
2320260312020008,9,7,-2
2320260312030004,9,6,-3
2320260319020001,7,6,-1
2320260319020006,7,6,-1
2320260319030006,7,5,-2
2320260324010012,7,6,-1
2320260324030011,7,6,-1
2320260414020011,7,5,-2
2320260414030007,7,6,-1
2320260419010001,7,5,-2
2320260430020002,7,6,-1
2320260430020003,7,6,-1
2320260430030007,7,6,-1
2320260508030003,7,5,-2
2320260508030012,7,5,-2
2320260613020001,7,5,-2
2420230111010005,7,6,-1
2420230111010008,7,5,-2
2420230111020010,7,3,-4
2420230122020003,7,6,-1
2420230122030004,7,6,-1
2420230205010002,7,5,-2
2420230205020001,7,6,-1
2420230205020003,7,6,-1
2420230322010005,7,5,-2
2420230322020006,7,6,-1
2420230322020012,7,6,-1
2420230322030010,7,6,-1
2420230423010002,7,6,-1
2420230423010005,7,6,-1
2420230423030003,7,6,-1
2420230430010009,7,4,-3
2420230518010003,9,5,-4
2420230518010009,9,8,-1
2420230518020006,9,8,-1
2420230526010002,7,6,-1
2420230526010004,7,5,-2
2420230526020002,7,6,-1
2420230604030001,7,6,-1
2420230604030006,7,6,-1
2420230604030008,7,6,-1
2420230611030009,7,5,-2
2420230726010006,7,6,-1
2420230726020001,6,5,-1
2420230726020002,7,6,-1
2420230726030002,6,5,-1
2420230809010003,7,6,-1
2420230809020001,6,5,-1
2420230815020003,7,4,-3
2420230815020011,7,5,-2
2420230827010002,7,6,-1
2420230827020004,7,6,-1
2420230827020006,7,6,-1
2420230827030002,7,6,-1
2420230912020005,7,6,-1
2420230912020009,7,5,-2
2420230912020011,7,6,-1
2420230923010005,7,4,-3
2420231002010001,7,5,-2
2420231020020006,7,6,-1
2420231020020010,7,6,-1
2420231223020009,7,6,-1
2420240101010010,7,6,-1
2420240101020004,7,5,-2
2420240101020010,7,4,-3
2420240101030005,7,6,-1
2420240113030002,6,5,-1
2420240122010006,7,6,-1
2420240205020009,7,4,-3
2420240317030001,7,5,-2
2420240317030006,7,5,-2
2420240325010011,7,6,-1
2420240325020002,7,6,-1
2420240325020005,7,5,-2
2420240401020001,7,6,-1
2420240401020002,7,6,-1
2420240401020004,7,6,-1
2420240401030004,7,5,-2
2420240401030008,7,6,-1
2420240407020003,7,5,-2
2420240425030005,7,5,-2
2420240503010005,7,6,-1
2420240503020011,7,4,-3
2420240503030004,7,6,-1
2420240503030012,7,6,-1
2420240608030003,7,6,-1
2420240703010005,7,5,-2
2420240703010007,7,6,-1
2420240703020009,7,6,-1
2420240703030011,7,6,-1
2420240719020002,7,6,-1
2420240803020002,7,6,-1
2420240913010004,9,7,-2
2420240913020011,9,7,-2
2420240913030008,9,7,-2
2420241003020003,7,6,-1
2420241003030001,7,6,-1
2420241003030004,7,6,-1
2420241018010012,7,6,-1
2420241206020005,7,3,-4
2420250109020001,7,6,-1
2420250109030005,7,6,-1
2420250109030006,7,4,-3
2420250210010004,7,6,-1
2420250210020011,7,6,-1
2420250217010009,7,6,-1
2420250217010010,7,0,-7
2420250217020005,7,6,-1
2420250217030012,7,5,-2
2420250305010006,7,6,-1
2420250305020003,7,4,-3
2420250305030005,7,6,-1
2420250317010002,7,3,-4
2420250401020005,7,6,-1
2420250422010002,7,6,-1
2420250422020003,7,6,-1
2420250515020004,9,8,-1
2420250515020009,9,8,-1
2420250515030007,9,6,-3
2420250515030012,9,7,-2
2420250609020006,7,6,-1
2420250609020010,7,6,-1
2420250619010004,7,6,-1
2420250808020006,7,6,-1
2420250808020010,7,4,-3
2420250825010003,7,6,-1
2420250825020012,7,6,-1
2420250825030002,7,6,-1
2420250919020008,7,6,-1
2420251014010006,7,5,-2
2420251014010011,7,5,-2
2420251014020002,7,6,-1
2420251014030006,6,5,-1
2420251014030007,7,5,-2
2420251027010009,7,5,-2
2420251027030005,7,6,-1
2420260101010008,7,6,-1
2420260101010012,7,6,-1
2420260101020003,7,5,-2
2420260101020005,7,6,-1
2420260101030001,7,5,-2
2420260131010003,7,6,-1
2420260131010010,7,6,-1
2420260206020001,7,4,-3
2420260214030003,7,5,-2
2420260214030009,7,6,-1
2420260304010003,7,6,-1
2420260304010005,7,6,-1
