race_date,race_id,tickets,ret,hits,rule,bet,profit,cum_profit
2026-03-01,4420260228020003,2,0.0,0,high_odds_v1_top2,200,-200.0,-12610.0
2026-03-01,4420260228020004,2,0.0,0,high_odds_v1_top2,200,-200.0,-12810.0
2026-03-01,4420260228020005,2,0.0,0,high_odds_v1_top2,200,-200.0,-13010.0
2026-03-01,4420260228020007,2,0.0,0,high_odds_v1_top2,200,-200.0,-13210.0
2026-03-01,4420260228020008,2,0.0,0,high_odds_v1_top2,200,-200.0,-13410.0
2026-03-01,4420260228020011,2,0.0,0,high_odds_v1_top2,200,-200.0,-13610.0
2026-03-02,4420260228030002,2,0.0,0,high_odds_v1_top2,200,-200.0,-13810.0
2026-03-02,4420260228030004,2,0.0,0,high_odds_v1_top2,200,-200.0,-14010.0
2026-03-02,4420260228030005,2,0.0,0,high_odds_v1_top2,200,-200.0,-14210.0
2026-03-02,4420260228030006,2,0.0,0,high_odds_v1_top2,200,-200.0,-14410.0
2026-03-02,4420260228030007,2,0.0,0,high_odds_v1_top2,200,-200.0,-14610.0
2026-03-02,4420260228030008,2,0.0,0,high_odds_v1_top2,200,-200.0,-14810.0
2026-03-02,4420260228030009,2,0.0,0,high_odds_v1_top2,200,-200.0,-15010.0
2026-03-02,4420260228030011,2,0.0,0,high_odds_v1_top2,200,-200.0,-15210.0
2026-03-03,4420260228040002,2,0.0,0,high_odds_v1_top2,200,-200.0,-15410.0
2026-03-03,4420260228040003,2,0.0,0,high_odds_v1_top2,200,-200.0,-15610.0
2026-03-03,4420260228040004,2,0.0,0,high_odds_v1_top2,200,-200.0,-15810.0
2026-03-03,4420260228040005,2,0.0,0,high_odds_v1_top2,200,-200.0,-16010.0
2026-03-03,4420260228040006,2,0.0,0,high_odds_v1_top2,200,-200.0,-16210.0
2026-03-03,4420260228040007,2,0.0,0,high_odds_v1_top2,200,-200.0,-16410.0
2026-03-03,4420260228040008,2,0.0,0,high_odds_v1_top2,200,-200.0,-16610.0
